file,perplexity
0,2.0535116
1,2.061928
10,2.0978594
100,2.0750184
101,2.0803697
102,2.0829656
103,2.0775988
104,2.0808551
105,2.0673957
106,2.0635278
107,2.0956416
108,2.082699
109,2.0535734
11,2.0695713
110,2.0818632
111,2.0737083
112,2.08228
113,2.0755007
114,2.069047
115,2.0826352
116,2.055973
117,2.0927217
118,2.0842752
119,2.0906928
12,2.0883138
120,2.0829432
121,2.0743368
122,2.0773447
123,2.067192
124,2.0774806
125,2.0752952
126,2.0850635
127,2.0819857
128,2.0852056
129,2.0762792
13,2.0757775
130,2.0765524
131,2.0326693
132,2.075234
133,2.0566328
134,2.069652
135,2.0693624
136,2.083384
137,2.0635018
138,2.072435
139,2.0726962
14,2.051958
140,2.1024864
141,2.061694
142,2.074731
143,2.075064
144,2.0579607
145,2.0548272
146,2.0702078
147,2.0827715
148,2.0685527
149,2.081944
15,2.0871398
150,2.0658886
151,2.071247
152,2.0690196
153,2.065107
154,2.0529056
155,2.083656
156,2.0664368
157,2.0769653
158,2.073166
159,2.0819738
16,2.0816162
160,2.0890462
161,2.070345
162,2.083822
163,2.0770147
164,2.0652792
165,2.0751626
166,2.073439
167,2.077897
168,2.0561435
169,2.0543904
17,2.0882843
170,2.056806
171,2.0747688
172,2.0707035
173,2.0888724
174,2.0890636
175,2.0824525
176,2.0643885
177,2.0691743
178,2.0570478
179,2.078876
18,2.0750597
180,2.07228
181,2.1042717
182,2.0727096
183,2.0736086
184,2.0812986
185,2.067085
186,2.0791707
187,2.0694628
188,2.075439
189,2.0645185
19,2.0862389
190,2.071009
191,2.068281
192,2.0650055
193,2.068984
194,2.0623798
195,2.0769143
196,2.072666
197,2.0871727
198,2.0792978
199,2.0728447
2,2.0768888
20,2.0906324
200,2.0466511
201,2.0816813
202,2.088216
203,2.0904555
204,2.0697947
205,2.0940921
206,2.0783813
207,2.0820498
208,2.086352
209,2.0795562
21,2.0902011
210,2.078808
211,2.0607944
212,2.0470405
213,2.0795126
214,2.0760703
215,2.0834622
216,2.0878925
217,2.0754278
218,2.0516312
219,2.0686808
22,2.082681
220,2.07695
221,2.0763745
222,2.07487
223,2.0784233
224,2.0749164
225,2.0781567
226,2.079467
227,2.0793386
228,2.083928
229,2.0755801
23,2.0734842
230,2.0746315
231,2.0695915
232,2.0815604
233,2.0747283
234,2.0736108
235,2.0669959
236,2.0634432
237,2.101813
238,2.0764015
239,2.0746493
24,2.0789168
240,2.0683866
241,2.0680041
242,2.0676982
243,2.0916605
244,2.0734987
245,2.0736842
246,2.0771708
247,2.070823
248,2.0634153
249,2.0718625
25,2.0466783
250,2.0708756
251,2.0693815
252,2.0875967
253,2.0647233
254,2.0894306
255,2.08503
256,2.0686617
257,2.0618548
258,2.095386
259,2.073829
26,2.0688784
260,2.074228
261,2.068224
262,2.0836065
263,2.0834322
264,2.1007357
265,2.0696256
266,2.0752273
267,2.0935044
268,2.059557
269,2.0876148
27,2.0764956
270,2.0900004
271,2.0841875
272,2.0772476
273,2.0742924
274,2.0899858
275,2.066188
276,2.077803
277,2.0783713
278,2.0761523
279,2.0780094
28,2.088334
280,2.073621
281,2.080194
282,2.0891254
283,2.060616
284,2.0663216
285,2.0682137
286,2.0823045
287,2.0748284
288,2.0802364
289,2.083919
29,2.1051416
290,2.0802727
291,2.0763
292,2.1103702
293,2.0596948
294,2.0875967
295,2.0912452
296,2.096202
297,2.0829992
298,2.0826006
299,2.0778165
3,2.0732954
30,2.0533934
300,2.0623848
301,2.072122
302,2.0668116
303,2.0783656
304,2.081997
305,2.1094875
306,2.074288
307,2.075507
308,2.082404
309,2.081916
31,2.0540683
310,2.0651028
311,2.0828302
312,2.0778944
313,2.1054144
314,2.0558448
315,2.0537086
316,2.0785716
317,2.0767484
318,2.0778558
319,2.068814
32,2.0790179
320,2.0984106
321,2.0725083
322,2.0773091
323,2.070066
324,2.0511491
325,2.080666
326,2.0743914
327,2.0958235
328,2.0554678
329,2.0749779
33,2.0561438
330,2.0808861
331,2.0717766
332,2.0689995
333,2.0777674
334,2.068089
335,2.084573
336,2.0829275
337,2.0783587
338,2.0581107
339,2.0684981
34,2.0789812
340,2.0786204
341,2.1042023
342,2.0508332
343,2.0825648
344,2.069401
345,2.081819
346,2.0819573
347,2.0711575
348,2.0808995
349,2.0772846
35,2.0833607
350,2.0728734
351,2.0788667
352,2.0809236
353,2.07654
354,2.0827365
355,2.0926588
356,2.0921235
357,2.0681849
358,2.085974
359,2.0591464
36,2.0743065
360,2.0762634
361,2.07939
362,2.080307
363,2.0459151
364,2.07742
365,2.082116
366,2.069974
367,2.0827742
368,2.0555558
37,2.0834517
38,2.068774
39,2.0945938
4,2.0640604
40,2.0867221
41,2.0510516
42,2.0668259
43,2.1164708
44,2.0626729
45,2.0665982
46,2.0690455
47,2.0709915
48,2.0560324
49,2.087694
5,2.0721323
50,2.0632155
51,2.066146
52,2.0670655
53,2.0831828
54,2.0566363
55,2.078541
56,2.0939302
57,2.0865388
58,2.071652
59,2.0799832
6,2.0810184
60,2.0595086
61,2.0956771
62,2.0645442
63,2.0622213
64,2.0923917
65,2.0818713
66,2.090957
67,2.0771594
68,2.067651
69,2.0821044
7,2.0736532
70,2.0755367
71,2.0619483
72,2.063463
73,2.0773034
74,2.0953543
75,2.0784478
76,2.0765479
77,2.0880573
78,2.0829518
79,2.0811007
8,2.0714047
80,2.0740523
81,2.0708995
82,2.0757108
83,2.083999
84,2.0840025
85,2.1005046
86,2.0731747
87,2.0908575
88,2.0725224
89,2.0832348
9,2.0641751
90,2.0907078
91,2.066477
92,2.1012633
93,2.0729816
94,2.069888
95,2.0505607
96,2.0989475
97,2.0752459
98,2.0694199
99,2.0702877
